编号,店名,address,维度,经度,分区,分类,电话,类别
572923,阿忠摩托车电瓶车修理,孙权路130,30.05625861,119.9357781,杭州市;富阳区,汽车;摩托车, ,3997
573076,安利(优生活),大桥南路716号附近,30.00854556,119.9986405,杭州市;富阳区,购物;其它购物, ,2124
573094,安利优生活,金浦路280-6,30.05879513,119.9244569,杭州市;富阳区,购物;化妆品,0571-63371995,3997
573184,巴黎三城眼镜,孙权路209号,30.0550496,119.9351988,杭州市;富阳区,购物;眼镜店, ,3997
573328,棒冰批发,春江街道新中线太平村综合大楼附近,29.99845982,119.9353633,杭州市;富阳区,购物;其它购物, ,3997
573346,棒冰批发,银湖街道高桥新路2号,30.09691913,119.9352353,杭州市;富阳区,购物;其它购物, ,3997
573364,邦德富士达,大源镇防保所(大源镇政府北),30.00430273,120.0062113,杭州市;富阳区,购物;自行车专卖,15715701644,2124
573391,保利管道,孙权路200号雪雨卫浴,30.05290457,119.9321219,杭州市;富阳区,购物;家具家居建材, ,3997
573436,富阳艺城园林绿化工程有限公司花卉生活馆-西北门,育才西路335号,30.06236191,119.9395333,杭州市;富阳区,基础设施;门/出入口, ,3997
573463,杭州奔豹电动车业有限公司,七号路东50米,30.08037647,120.0580368,杭州市;富阳区,公司企业;公司企业, ,2124
573589,彩票销售店,三桥启蒙幼儿园西北(孙油线北),30.07206136,119.8937375,杭州市;富阳区,生活服务;彩票, ,3997
573976,彩票销售店,金桥北路32,30.05381748,119.9301835,杭州市;富阳区,生活服务;彩票,0571-61708799; 0571-63485268,3997
574039,彩票销售店,龙江路261号,30.01893464,119.9251098,杭州市;富阳区,生活服务;彩票, ,3997
574057,彩票销售店,富春后亭子社区(富阳客运站),30.06048066,119.9452956,杭州市;富阳区,生活服务;彩票, ,3997
574075,彩票销售店,浙大网新银湖科技园东南,30.1405643,119.9786109,杭州市;富阳区,生活服务;彩票, ,3997
574156,彩票销售店,富春街道巨利幼儿园西南(巨利路南),30.07164586,119.9372952,杭州市;富阳区,生活服务;彩票, ,3997
574219,彩票销售店,桂花西路209,30.0505212,119.9342501,杭州市;富阳区,生活服务;彩票, ,3997
574318,彩票销售店,龙浦街80,30.05395103,119.9582937,杭州市;富阳区,生活服务;彩票, ,3997
574480,富阳市叉车配件经营部,金城路1号315室,30.05138479,119.9247773,杭州市;富阳区,购物;其它购物, ,3997
574624,东奥奥莱服装创意园,东洲工业功能区三号路20号,30.08143175,120.0611741,杭州市;富阳区,建筑房产;产业园区, ,2124
574741,DeJOJOeZ玖玖,复城国际沃尔玛2层,30.05141974,119.9286149,杭州市;富阳区,购物;化妆品,0571-63367599,3997
575092,电动工具店,恩波大道与站南弄交叉口北100米,30.06089578,119.9476121,杭州市;富阳区,购物;家具家居建材, ,3997
575254,鼎宝堂,春秋南路10-2,30.04806126,119.939944,杭州市;富阳区,购物;其它购物,18005888895,3997
575272,顶呱呱(富阳店),桂花西路75-1,30.05070934,119.9409525,杭州市;富阳区,购物;服饰鞋包, ,3997
575713,飞利弘羽绒睡眠专家,富春中国人民银行富阳支行(苋浦西路北),30.05353042,119.940373,杭州市;富阳区,购物;家具家居建材, ,3997
575776,铁皮石斛,回春路1-15号,30.05015652,119.9424206,杭州市;富阳区,购物;其它购物, ,3997
575794,闽虹铁皮石斛保健品,联群弄与西堤南路270弄交叉口西北50米,30.04035677,119.9369182,杭州市;富阳区,购物;其它购物, ,3997
576037,中国福利彩票,凤浦路333号附近,30.05562002,119.9201189,杭州市;富阳区,生活服务;彩票, ,3997
576091,中国福利彩票,大桥北路东50米,30.06880191,119.9493586,杭州市;富阳区,生活服务;彩票, ,3997
576271,富阳诚信计量技术服务部,金桥南路72号,30.04708952,119.9287951,杭州市;富阳区,购物;其它购物,0571-63392669,3997
576280,杭龙衡器经营部,大桥路,30.06274666,119.9471926,杭州市;富阳区,购物;其它购物, ,3997
576289,富阳市甘坎茶叶专业合作社,潭甘线,30.04767271,119.678313,杭州市;富阳区,购物;其它购物, ,2368
576298,富阳市新登镇元村饲料批发店,大塔地(新登客运西站正对面),29.97966433,119.7084638,杭州市;富阳区,购物;其它购物, ,2368
576307,富阳蓄仑汽配,公望街858,30.06769185,119.9181584,杭州市;富阳区,汽车;汽车配件销售,18767173100,3997
576316,杭州泽同医疗器械有限公司,新登镇东门东路10-15号,29.97000197,119.7341878,杭州市;富阳区,公司企业;公司企业, ,2368
576325,富阳怡通杭叉机械销售服务有限公司,春江直塘公寓西南(春南路南),30.02072856,119.9706499,杭州市;富阳区,购物;其它购物,0571-63586982,2124
577378,杭州富阳瀚若茶叶商行,杨清庙村沈石岭路2号,30.07405728,119.8622925,杭州市;富阳区,购物;其它购物,18367196265,3997
577540,鲜花店,高桥东路86号附近,30.09818896,119.9353251,杭州市;富阳区,购物;花鸟鱼虫, ,3997
577576,蕃薯藤花店,富春街道桂花西路257号,30.05052633,119.9309731,杭州市;富阳区,购物;花鸟鱼虫,0571-23204499,3997
577585,花颜花店,体育馆路379,30.04656581,119.9313431,杭州市;富阳区,购物;花鸟鱼虫,15057180206,3997
577702,许燕花店,体育场路159-2,30.04655581,119.9313431,杭州市;富阳区,购物;花鸟鱼虫, ,3997
577801,花事心情,桂花西路58-10,30.05116334,119.9440183,杭州市;富阳区,购物;花鸟鱼虫,0571-61701587,3997
577837,小松花艺,登城南路33号,29.96653267,119.7327577,杭州市;富阳区,购物;花鸟鱼虫,13968163408,2368
577873,玫瑰之约花店,中国建设银行(新登镇政府南),29.96730424,119.7297873,杭州市;富阳区,购物;花鸟鱼虫,13606512737,2368
578476,绿韵花艺(春秋北路店),春秋北路218-10号,30.05927168,119.9396734,杭州市;富阳区,购物;花鸟鱼虫, ,3997
578683,新好菲特美容院,秦望路38-1号,30.04395612,119.9372775,杭州市;富阳区,生活服务;美容美发,13735589030,3997
578737,红唇化妆精品,春秋北路23-3号,30.05224147,119.9398138,杭州市;富阳区,购物;化妆品, ,3997
578827,杭州浙兴医药有限公司-东南门,320国道辅路北50米,30.14816043,119.993173,杭州市;富阳区,基础设施;门/出入口, ,3997
578953,华洋服务中心(学士路),东市路与学士路交叉口东50米,30.00593059,120.0002864,杭州市;富阳区,医疗保健;其它医疗保健, ,2124
578989,花漾花嫁婚纱礼服馆,富春街道桂花西路东吴商城底商,30.05037219,119.9394344,杭州市;富阳区,生活服务;婚庆服务, ,3997
579070,佳迪明珠全自动麻将桌(富阳区专卖店),高桥西路8号,30.09812016,119.9346059,杭州市;富阳区,购物;其它购物,0571-63425738,3997
579187,家乐劳保,文居街583,30.06073376,119.9255461,杭州市;富阳区,购物;家具家居建材,13989875682,3997
579322,江南茶行(大桥南路),春江富阳市江南废纸交易市场东南,30.03375843,119.9706588,杭州市;富阳区,购物;其它购物,13606605368,2124
579412,王金儿小店,大桥南路与经山路交叉口北50米,30.01097011,119.9938527,杭州市;富阳区,购物;便利店,13567128782,2124
579538,金健康营养自助工程推广站(康月路),康月路与秦望路交叉口西北150米,30.04467829,119.9360188,杭州市;富阳区,医疗保健;其它医疗保健, ,3997
579619,春秋北路苋浦西路口[公交站],"富阳15,富阳10",30.05496317,119.9399624,杭州市;富阳区,基础设施;公交车站, ,3997
579628,春秋北路与文豪路交叉口, ,30.06476724,119.9365366,杭州市;富阳区,基础设施;路口, ,3997
579637,春秋北路与文居街交叉口, ,30.06243431,119.9382149,杭州市;富阳区,基础设施;路口, ,3997
579646,东吴医药(春秋北路),春秋北路403,30.06643897,119.9355175,杭州市;富阳区,医疗保健;药房药店, ,3997
579655,杭州钱江陵园办事处(春秋北路),春秋北路23-4号附近,30.05227134,119.9398837,杭州市;富阳区,生活服务;其它生活服务, ,3997
579664,春秋北路379-6幢,春秋北路379-6幢,30.06538854,119.9357774,杭州市;富阳区,建筑房产;住宅小区, ,3997
579673,春秋北路381-9号楼,富春丰泽苑小区(文教北路东),30.06655198,119.9336894,杭州市;富阳区,建筑房产;房产小区附属, ,3997
579682,足装秀(春秋北路),春秋北路23-5,30.05217153,119.9397838,杭州市;富阳区,购物;服饰鞋包, ,3997
579691,富阳春秋北路99号院内停车场,春秋北路99号院,30.05686203,119.9394938,杭州市;富阳区,汽车;停车场, ,3997
579700,中信银行,春秋北路,30.06088269,119.9391139,杭州市;富阳区,银行金融;银行, ,3997
579709,富阳市疾病预防控制中心,春秋北路43号,30.0541614,119.9398436,杭州市;富阳区,医疗保健;疾病预防,0571-63345038,3997
579718,中铁物流(富阳分公司),春秋北路169弄66号,30.05979336,119.9387545,杭州市;富阳区,生活服务;邮局速递,4000005566,3997
579727,巨利新村33号楼,富春巨利新村(春秋北路西),30.07159041,119.934628,杭州市;富阳区,建筑房产;住宅小区, ,3997
579736,百合医药(巨丰店),富春巨利新村(春秋北路西),30.06986085,119.9343684,杭州市;富阳区,医疗保健;药房药店, ,3997
579745,富广二手车销售有限公司,春秋北路292-2号,30.06436486,119.9378951,杭州市;富阳区,汽车;二手车交易市场, ,3997
579754,富阳科速达弱电工程有限公司,春秋北路169-13号,30.06000277,119.9390741,杭州市;富阳区,公司企业;公司企业, ,3997
579763,信和财富富阳服务网点,春秋北路129-4,30.0585122,119.9393938,杭州市;富阳区,银行金融;其它银行金融, ,3997
579772,诚汇装饰,春秋北路475,30.06779921,119.9353676,杭州市;富阳区,公司企业;公司企业, ,3997
579781,富阳自行车租赁点,春秋北路270号附近,30.0639865,119.9369662,杭州市;富阳区,生活服务;其它生活服务, ,3997
579790,说家宝贝,春秋北路19号附近,30.05144127,119.9399237,杭州市;富阳区,购物;其它购物, ,3997
579799,保庄,春秋北路395号,30.06636907,119.9354576,杭州市;富阳区,购物;其它购物, ,3997
579808,停车场,富春白云宾馆南50米(春秋北路),30.06070264,119.9391439,杭州市;富阳区,汽车;停车场, ,3997
579817,极爱舞蹈,春秋北路孙权路68弄碧云天步行街27号,30.05839981,119.9406722,杭州市;富阳区,教育学校;培训, ,3997
579826,杭州富阳优璇美容院,富春街道春秋北路149号1楼,30.05909247,119.9392439,杭州市;富阳区,生活服务;美容美发, ,3997
579835,梵你卡波,春秋北路145,30.05890242,119.9392739,杭州市;富阳区,购物;服饰鞋包, ,3997
579844,九字弄9号楼,富春秋月社区(春秋北路西),30.05260408,119.9383855,杭州市;富阳区,建筑房产;住宅小区, ,3997
579853,富阳亦鑫数码广场-北入口,春秋北路208号附近,30.05848062,119.9402427,杭州市;富阳区,基础设施;门/出入口, ,3997
579862,汇通二手车销售有限公司,春秋北路292-2号,30.06437463,119.9380249,杭州市;富阳区,汽车;二手车交易市场, ,3997
579952,法国玖玖精油护肤馆,复城国际沃尔玛2层,30.05141974,119.9286149,杭州市;富阳区,购物;化妆品,0571-63367599,3997
580168,北聚车行,北堤北路与大桥路交叉口北50米,30.06226188,119.9493991,杭州市;富阳区,购物;自行车专卖, ,3997
580231,开山空压机,金秋大道818-10号,30.06856856,119.9089979,杭州市;富阳区,购物;其它购物,0571-85723022; 13777595855,3997
580429,浪莎E+生活馆富阳馆,康月路153,30.05263775,119.9362978,杭州市;富阳区,生活服务;美容美发,15088708190,3997
580591,巨利车行,迎宾北路127附近,30.07363344,119.9386435,杭州市;富阳区,购物;自行车专卖,15968124009,3997
580627,阿利瓜子,文教北路227号附近,30.05611135,119.9341298,杭州市;富阳区,购物;农贸市场, ,3997
580699,双利日用百货,彩虹路52号附近,30.09617167,119.9336969,杭州市;富阳区,购物;其它购物, ,3997
580735,两点手工皮具体验店,巨利路28号,30.07216959,119.9351175,杭州市;富阳区,购物;服饰鞋包, ,3997
580825,金花干洗店,巨利路15号,30.07277538,119.9375648,杭州市;富阳区,生活服务;洗衣店,15158017793,3997
580834,朗逸家政服务公司,巨利新村13号1层,30.07074084,119.9343684,杭州市;富阳区,生活服务;家政, ,3997
580879,丽香花卉,富春浙江广播电视大学富阳学院文教路校区,30.05061212,119.9336807,杭州市;富阳区,购物;花鸟鱼虫, ,3997
580915,亮妆日用化妆品,320国道辅路,30.15037524,119.9948585,杭州市;富阳区,购物;化妆品, ,3997
580942,菜田湾,胥口镇菜田湾,29.96566357,119.6463174,杭州市;富阳区,地名地址;行政地名, ,2368
580951,新力石材,302省道南50米,29.96831152,119.6474556,杭州市;富阳区,公司企业;公司企业, ,2368
581041,隆鑫三轮专卖店(富阳专卖店),公望街815,30.06721277,119.9171586,杭州市;富阳区,购物;自行车专卖,15158195515,3997
582040,名品坊皮草行,达夫路206,30.05360961,119.9547704,杭州市;富阳区,购物;服饰鞋包, ,3997
582202,农夫山泉(富阳店),新兴路6-2,30.05225209,119.9446273,杭州市;富阳区,生活服务;家政,0571-63324791,3997
582742,乞丐公主,共和南路98号附近,29.97042404,119.730037,杭州市;富阳区,购物;服饰鞋包, ,2368
582940,雀友(富阳旗舰店),体育场路25-5号,30.04667362,119.9386656,杭州市;富阳区,购物;其它购物,0571-63318018,3997
583066,一凡润滑油,建设村,30.03792587,119.9679546,杭州市;富阳区,购物;其它购物, ,2124
583111,统一润滑油,孙权路,30.06143997,119.9456251,杭州市;富阳区,汽车;汽车配件销售, ,3997
583147,SELECTED思莱德富阳银泰店,春秋北路271号玉长城商业广场F4层,30.06329639,119.9370362,杭州市;富阳区,购物;服饰鞋包, ,3997
583246,森哥茶行,大源镇传化物流基地,30.01666182,120.020256,杭州市;富阳区,购物;其它购物,13362107588,2124
583273,MARUBI(银泰百货富阳店),富春街道春秋北路271-1号银泰百货富阳店1层,30.06302663,119.9368963,杭州市;富阳区,购物;化妆品, ,3997
583489,中国黄金专卖,新街50HOTEL(新兴路九弄),29.9688459,119.7271371,杭州市;富阳区,购物;珠宝饰品, ,2368
583696,恒雅斋珠宝,新登镇新兴路75-2,29.97044755,119.7248172,杭州市;富阳区,购物;珠宝饰品, ,2368
583795,彩兮珠宝,经济技术开发区通惠路物美商场二楼,30.05434875,119.9551297,杭州市;富阳区,购物;珠宝饰品, ,3997
583957,泰来珠宝,康复路与桂花路交叉口西100米,30.05127028,119.9586033,杭州市;富阳区,购物;珠宝饰品, ,3997
584587,万马电缆&顺达管道,文居街563,30.06077259,119.9264556,杭州市;富阳区,购物;家具家居建材,13157157258,3997
585001,小安徽车行,春江春江街道民主村卫生室西北,30.02638979,119.9772138,杭州市;富阳区,购物;自行车专卖,15957105193,2124
585073,望远百货商行,富春街道秋丰村下圩墩106号,30.05433099,119.9191692,杭州市;富阳区,购物;便利店, ,3997
585082,富珍百货商行,孙权路2-1号,30.06267869,119.9462341,杭州市;富阳区,购物;家具家居建材, ,3997
585217,新大洲本田特约服务站,大桥路15号,30.05529787,119.9595511,杭州市;富阳区,汽车;摩托车, ,3997
585838,雪马,西堤北路富春江商业城,30.05401651,119.9518157,杭州市;富阳区,购物;其它购物, ,3997
586297,诗美便利店,站南弄1-1,30.06011658,119.9472427,杭州市;富阳区,购物;便利店,0571-61703398,3997
586378,金健康营养自助工程,新兴路,29.97219921,119.7227074,杭州市;富阳区,医疗保健;其它医疗保健, ,2368
586594,永兴保温耐火材料厂,迎宾北路10号,30.06408826,119.9464336,杭州市;富阳区,公司企业;公司企业, ,3997
586711,远东物资商行,金苑路278,30.05654722,119.9226979,杭州市;富阳区,购物;家具家居建材,0571-63315476,3997
586837,西浦,渔山乡西浦,30.07167608,120.1124115,杭州市;富阳区,地名地址;行政地名, ,2124
587269,阿峰汽修,香滨路桥头姚家畈2号,30.05459644,119.9126597,杭州市;富阳区,汽车;汽车维修,13357151070,3997
587278,粉署流香,龙胡线附近,29.90258655,119.9486135,杭州市;富阳区,休闲娱乐;旅游景点, ,2124
587521,中国福利彩票,金桥城市花园三期北(公望街南),30.06719339,119.9164487,杭州市;富阳区,生活服务;彩票, ,3997
587764,中国体育彩票,共和南路55号附近,29.96940409,119.7299871,杭州市;富阳区,生活服务;彩票, ,2368
587791,中国体育彩票,秦望路82号附近,30.04369993,119.9350499,杭州市;富阳区,生活服务;彩票, ,3997
587926,中国烟草富阳市烟草专卖局(大源专卖管理所),经纬路3-1,30.00554486,119.9988801,杭州市;富阳区,机构团体;政府机关, ,2124
587935,中国烟草(万市人民医院东),万市路26号(万市人民医院东),30.09822237,119.568566,杭州市;富阳区,购物;烟酒专卖, ,2368
588295,小王水箱中冷器批发零售,新登镇金城路71号,29.9684712,119.7362285,杭州市;富阳区,汽车;其它汽车, ,2368
588439,鸿煊光电,区区银湖街道高桥工业园区湖后头71号附近,30.08593681,119.9116871,杭州市;富阳区,公司企业;公司企业, ,3997
588493,渡船埠新居里71号楼,春江渡船埠新居里71号楼,30.03566992,119.9701198,杭州市;富阳区,建筑房产;房产小区附属, ,2124
588682,杭州宝拓建设有限公司,金桥北路1002号,30.09648106,119.9273421,杭州市;富阳区,公司企业;公司企业, ,3997
588853,杭州富阳工宝仪表机床有限公司,东桥镇大溪村32号,30.04353603,119.5937398,杭州市;富阳区,公司企业;公司企业,0571-63439696; 13968181420,2368
589267,富春眼镜店,富春街136,30.0494004,119.9544513,杭州市;富阳区,购物;眼镜店,0571-63320569,3997
589276,吴良材眼镜(银泰店),富春海韵宾馆(振兴路店),30.06213536,119.9376256,杭州市;富阳区,购物;眼镜店,0571-63319630,3997
589402,明月眼镜(北门路店),北门路10号,30.05295494,119.9525046,杭州市;富阳区,购物;眼镜店,0571-23289535,3997
589411,DIDIBOY(杭州首创奥特莱斯),江滨东大道889号杭州首创奥特莱斯,30.07892108,120.0239724,杭州市;富阳区,购物;服饰鞋包, ,2124
589420,MICHAEL KORS(杭州首创奥特莱斯)(装修中),江滨东大道889号杭州首创奥特莱斯,30.07891106,120.0239823,杭州市;富阳区,购物;服饰鞋包, ,2124
589429,KANGLONG(杭州首创奥特莱斯),江滨东大道889号杭州首创奥特莱斯,30.07891106,120.0239823,杭州市;富阳区,购物;服饰鞋包, ,2124
589438,POLOSPORT,杭州首创奥特莱斯,30.08139979,120.0244411,杭州市;富阳区,购物;其它购物, ,2124
589465,食年餐厅,江滨东大道889号奥特莱斯广场F3-A006,30.07957089,120.0240422,杭州市;富阳区,美食;其它美食, ,2124
589906,东芝空调,体育场路282,30.04696374,119.9326819,杭州市;富阳区,购物;家具家居建材,0571-61702333,3997
589933,富阳仿真花,园沙路2-3号附近,30.05779509,119.9479418,杭州市;富阳区,购物;花鸟鱼虫, ,3997
590086,杭州花仙谷办事处,新登镇登城北路38号,29.9738825,119.7328471,杭州市;富阳区,公司企业;公司企业, ,2368
590437,衣衣花坊,兴达路碧云天1号楼,30.05864852,119.9413513,杭州市;富阳区,购物;花鸟鱼虫, ,3997
590554,中国体育彩票(91003号投注站),花坞南路1号,30.05063293,119.9575354,杭州市;富阳区,生活服务;彩票,0571-63321185,3997
590608,二董纪念馆-东南门,富春街与花坞南路交叉口南150米,30.04807216,119.957855,杭州市;富阳区,基础设施;门/出入口, ,3997
590923,秋丰村湖南山366号楼,秋丰村湖南山368号楼(横大线南),30.04410405,119.9158906,杭州市;富阳区,建筑房产;房产小区附属, ,3997
590932,秋丰村湖南山500号楼,秋丰村湖南山502号楼(横大线南),30.04350564,119.9138907,杭州市;富阳区,建筑房产;房产小区附属, ,3997
590941,秋丰村湖南山92号楼,秋丰小学东(秋丰路东),30.04502741,119.9113004,杭州市;富阳区,建筑房产;房产小区附属, ,3997
590950,秋丰村湖南山455号楼,秋丰村湖南山455号楼(横大线北),30.04590277,119.9173503,杭州市;富阳区,建筑房产;房产小区附属, ,3997
590959,秋丰村湖南山522号楼,秋丰村湖南山205号楼西南,30.04363694,119.9120406,杭州市;富阳区,建筑房产;房产小区附属, ,3997
590968,秋丰村湖南山309号楼,秋丰村湖南山271号楼南(横大线),30.04572446,119.9153805,杭州市;富阳区,建筑房产;房产小区附属, ,3997
590977,秋丰村湖南山90号楼,秋丰小学东(横大线南),30.04538738,119.9113403,杭州市;富阳区,建筑房产;房产小区附属, ,3997
590986,秋丰村湖南山482号楼,秋丰村湖南山205号楼东南,30.04382605,119.9133307,杭州市;富阳区,建筑房产;房产小区附属, ,3997
590995,秋丰村湖南山386号楼,秋丰村湖南山326号楼(横大线南),30.04405558,119.9139607,杭州市;富阳区,建筑房产;房产小区附属, ,3997
591004,秋丰村湖南山128号楼,秋丰村湖南山111号楼(横大线北),30.04587637,119.9128605,杭州市;富阳区,建筑房产;房产小区附属, ,3997
591013,秋丰村湖南山210号楼,秋丰村湖南山326号楼(横大线南),30.04452532,119.9143006,杭州市;富阳区,建筑房产;房产小区附属, ,3997
591022,秋丰村湖南山548号楼,秋丰村湖南山432号楼东南,30.04341735,119.9114205,杭州市;富阳区,建筑房产;房产小区附属, ,3997
591031,秋丰村湖南山66号楼,富春街道横大线秋丰小学东150米,30.04527652,119.9126505,杭州市;富阳区,建筑房产;房产小区附属, ,3997
591040,秋丰村湖南山26号楼,富春街道秋丰路秋丰小学东北200米,30.04587637,119.9128605,杭州市;富阳区,建筑房产;住宅区, ,3997
591301,鹿山显忠花卉,蒋三段附近,29.99851224,119.897347,杭州市;富阳区,购物;花鸟鱼虫, ,3997
591346,蒋艺鲜花专业批发,园沙路19号,30.05774877,119.9462145,杭州市;富阳区,购物;花鸟鱼虫, ,3997
591841,阿宝艺苑-停车场,富春富阳图书馆西北50米(花坞南路),30.04998232,119.957785,杭州市;富阳区,汽车;停车场, ,3997
591949,因为?爱,体育馆路15,30.04672691,119.9422311,杭州市;富阳区,生活服务;其它生活服务, ,3997
592228,绿洲画廊,站南弄1-3,30.06007698,119.947053,杭州市;富阳区,购物;古玩字画,0571-63328906,3997
592462,青泉书画社,后拔路232,30.05515931,119.9409521,杭州市;富阳区,购物;古玩字画,13777562853,3997
592570,华光阁,东门东路5,29.96962227,119.7335076,杭州市;富阳区,购物;古玩字画,15157115688,2368
592642,黄金加工,西堤路,30.04457819,119.9415821,杭州市;富阳区,生活服务;其它生活服务, ,3997
592750,发发爱车生活馆(陆家村店),鹿山街道鹿山大道陆家村,30.022688,119.9222408,杭州市;富阳区,汽车;汽车养护,0571-63135936,3997
592795,中国邮政(沈家坞村村邮站),沈邱线附近,30.18098635,119.9212982,杭州市;富阳区,生活服务;邮局速递, ,3997
592957,隆亨玉器,西堤南路171,30.0360463,119.9372082,杭州市;富阳区,购物;礼品,18868834188,3997
593830,瑞锦羊绒批发零售,体育场路7号-107,30.04672918,119.9410527,杭州市;富阳区,购物;服饰鞋包, ,3997
594091,浙江轻机,东洲工业功能区12号路6号,30.07154256,120.0543812,杭州市;富阳区,公司企业;公司企业,0571-23217156,2124
594460,自行车租赁点,富春幸福家园(金苑路东),30.05210722,119.9227282,杭州市;富阳区,生活服务;其它生活服务, ,3997
594622,玉意工房,桂花西路82-31,30.05116898,119.9411422,杭州市;富阳区,购物;珠宝饰品,13735417190,3997
595297,欣欣干洗,西堤南路75,30.0401328,119.9391456,杭州市;富阳区,生活服务;洗衣店,0571-63333805,3997
595306,YY洗衣,城西街102号,30.0493064,119.9473634,杭州市;富阳区,生活服务;洗衣店,0571-63136222,3997
595612,洁风干洗店,富春后周嘉苑(振兴路),30.06141694,119.94216,杭州市;富阳区,生活服务;洗衣店, ,3997
595792,恒润洗衣(浙江中医药大学富春校区店),店鸡线附近,30.08848668,119.8821809,杭州市;富阳区,生活服务;洗衣店, ,3997
596116,杭州富阳语馨干洗店,富春街道象牙浦路102号,30.04659264,119.9443781,杭州市;富阳区,生活服务;洗衣店, ,3997
596287,十指好色铺,富春街道前周路106号商铺一楼,30.05983746,119.9364371,杭州市;富阳区,生活服务;美容美发,15968808565; 18857196477,3997
596296,赛维健康洗衣?生活馆NSW-3510,文教北路723号文澜雅苑门面房,30.06309224,119.9335498,杭州市;富阳区,生活服务;洗衣店,0571-63139832,3997
596386,杭州洗涤设备总厂,后周路9号,30.05836957,119.9351985,杭州市;富阳区,公司企业;公司企业, ,3997
596629,缘圆干洗店,幸福北路15号,30.05493186,119.9579543,杭州市;富阳区,生活服务;洗衣店,15924150029,3997
596773,星期八便利店,银湖街道郜村村宋家塘20号,30.08941143,119.8981803,杭州市;富阳区,购物;便利店,18758252814,3997
597151,佳明食品商行,育才路10号,30.06542471,119.9480909,杭州市;富阳区,购物;便利店, ,3997
597268,欣欣综合商行,兴达路98号,30.06468967,119.9407216,杭州市;富阳区,购物;便利店, ,3997
597547,春花布艺,康福路与蒋蒋线交叉口西50米,29.99893221,119.8984279,杭州市;富阳区,购物;服饰鞋包, ,3997
597655,金桥北路149弄37号楼,富春容大?五环城市花园东南,30.05669979,119.9285545,杭州市;富阳区,建筑房产;住宅小区, ,3997
597718,丁香花园小区自行车租赁点,富春容大?五环城市花园东南,30.05664896,119.9291441,杭州市;富阳区,生活服务;其它生活服务,18072880917,3997
597745,金桥北路149弄4号楼,富春容大?五环城市花园东南,30.05711943,119.9288043,杭州市;富阳区,建筑房产;房产小区附属, ,3997
597808,杭州华飞交通设施有限公司-东南门,大高线与高富路交叉口北150米,30.11219229,119.944213,杭州市;富阳区,基础设施;门/出入口, ,3997
597835,永斌租车投资,星凯大酒店东南100米(金城路东),29.97798167,119.7345772,杭州市;富阳区,汽车;汽车租赁,15906666026,2368
598204,语瑶便利店,富春街道文教鹿苑2号1楼,30.03454165,119.9340516,杭州市;富阳区,购物;便利店,0571-61770753,3997
598411,东门食品商行,登城北路26号,29.97194297,119.7319671,杭州市;富阳区,购物;便利店,0571-63219601,2368
598456,乐多投资新登营业所NO.2,东安路19-6,29.96467136,119.7359688,杭州市;富阳区,银行金融;其它银行金融, ,2368
598663,璐伊副食品,田园路14,30.04900511,119.9378264,杭州市;富阳区,购物;便利店, ,3997
598681,其为副食品,206省道与302省道交叉口南150米,30.00248913,119.7465917,杭州市;富阳区,购物;便利店, ,2368
598717,鸿兴副食店,富春街道北堤路23幢,30.05740337,119.953163,杭州市;富阳区,购物;便利店,13819467676,3997
598789,供销e站阳光加盟店,富春华亮宾馆(玉长城商业广场西南),30.06160946,119.9352482,杭州市;富阳区,购物;便利店, ,3997
598933,杭州海翔机械有限公司,灵桥镇梓树村,29.99852881,120.0369728,杭州市;富阳区,公司企业;公司企业,0571-63559608,2124
598942,杭州海川医药连锁,文教路93-1号2楼,30.04208041,119.9347703,杭州市;富阳区,医疗保健;药房药店,0571-63333910,3997
599248,富阳市海成文体用品厂,徐樟线与307省道交叉口西北200米,29.89938899,119.9851943,杭州市;富阳区,公司企业;公司企业, ,2124
599725,好又多超市(春永线),新建村永泰公寓,30.02020784,119.9813041,杭州市;富阳区,购物;便利店, ,2124
599995,华晨便利(赵家墩村店),赵赵线和春徐线的交叉口附近,30.02441761,120.0181702,杭州市;富阳区,购物;便利店, ,2124
600040,孟家炒货店(灵礼路),华辰超市(灵桥加盟店),30.02677759,120.0292454,杭州市;富阳区,购物;农贸市场,15088685662,2124
600211,家驹便利店,文采路125,30.06544424,119.9322708,杭州市;富阳区,购物;便利店,13567120059,3997
600760,乐鑫房产,富春东吴公馆西南60米(回春路东),30.04918629,119.9425405,杭州市;富阳区,生活服务;中介机构,13575765551,3997
600805,乐轩养生馆,后周路119号,30.06073094,119.9343592,杭州市;富阳区,生活服务;美容美发, ,3997
600814,乐鑫房产,西堤北路15-4号,30.05219852,119.9463547,杭州市;富阳区,生活服务;中介机构, ,3997
601147,龙羊批发,富春街道北堤北路东山小学东北200米,30.07783982,119.9456237,杭州市;富阳区,购物;便利店,13738033057,3997
601165,路边小店(竹简路),中元路与新建线交叉口东北50米,30.00408914,119.9809165,杭州市;富阳区,购物;便利店, ,2124
601390,民丰日用百货,高泰线附近,30.09920684,119.9226644,杭州市;富阳区,购物;便利店, ,3997
601804,全家便利店(九龙大道),九龙大道398号富春硅谷2号楼1层,30.14840541,119.9815628,杭州市;富阳区,购物;便利店, ,3997
601993,悠无限社区便利店,富春文澜雅苑西(富阳市永兴学校北),30.06311636,119.9308922,杭州市;富阳区,购物;便利店, ,3997
