编号,店名,address,维度,经度,分区,分类,电话
433810,丹香苑8号楼,江虹小区丹香苑(江虹路西170米),30.20025672,120.1962443,杭州市;滨江区,建筑房产;房产小区附属, 
433819,江虹小区丹香苑21号楼,长河街道滨和路江虹小区丹香苑,30.19855679,120.1962344,杭州市;滨江区,建筑房产;住宅小区, 
433828,丹香苑18号楼,长河街道滨安路江虹小区丹香苑,30.19893652,120.196074,杭州市;滨江区,建筑房产;住宅小区, 
433837,西兴街道星民社区居务监督委员会,丹枫路54号附近,30.22065532,120.2196853,杭州市;滨江区,机构团体;政府机关, 
433855,杭州钱呗网络科技有限公司,丹枫路香溢大厦11楼,30.214295,120.2097758,杭州市;滨江区,公司企业;公司企业, 
433873,天环建设集团经营公司,丹枫路1075号雪峰银座大厦1004室,30.20991667,120.2032712,杭州市;滨江区,公司企业;公司企业, 
433882,杭州康源饲料科技有限公司,丹枫路1075号雪峰银座1703室,30.20984673,120.2033113,杭州市;滨江区,公司企业;公司企业, 
433891,杭州艾杰生物科技有限公司,丹枫路1075号雪峰银座17层1703,30.20991667,120.2032712,杭州市;滨江区,公司企业;公司企业, 
433900,杭州易业房地产营销策划有限公司,丹枫路1075号雪峰银座12层,30.20984658,120.203201,杭州市;滨江区,生活服务;中介机构, 
433909,中定资产,丹枫路676号香溢大厦18楼,30.214295,120.2097758,杭州市;滨江区,公司企业;公司企业, 
433927,华帝,江虹小区丹香苑(滨和路北),30.19889861,120.1974175,杭州市;滨江区,购物;家具家居建材, 
433936,杭州市滨江区人民检察院-停车场,丹枫路与通和路交叉口西100米,30.21223155,120.2069596,杭州市;滨江区,汽车;停车场, 
433963,星民村过渡房管理处,丹枫路,30.22067606,120.2204968,杭州市;滨江区,机构团体;政府机关, 
433972,阿3服饰工厂店,丹枫路与规划支路交叉口东南50米,30.21976471,120.2189741,杭州市;滨江区,购物;服饰鞋包, 
433999,缤纷西苑-地下停车场,丹枫路123号附近,30.21914427,120.2184732,杭州市;滨江区,汽车;停车场, 
434008,丹枫实验小学-午睡室,丹枫路,30.21618825,120.2126017,杭州市;滨江区,教育学校;教育学校附属, 
434035,停车场-出入口,丹枫路与西兴路交叉口西南50米,30.2184026,120.2167399,杭州市;滨江区,基础设施;门/出入口, 
434044,七甲闸社区避灾安置点,丹枫路,30.22117708,120.2216989,杭州市;滨江区,建筑房产;住宅小区, 
434062,TP健身会所,丹枫路676号香溢大厦三楼,30.214295,120.2097758,杭州市;滨江区,运动健身;健身中心, 
434080,星民村村邮站,丹枫路星民村经济合作社(丹枫路)附近星民社区居委会附近,30.22061525,120.2196052,杭州市;滨江区,生活服务;邮局速递, 
434089,丹之美科技,园区中路6号,30.16510915,120.1632225,杭州市;滨江区,公司企业;公司企业, 
434215,中哲创建科技股份有限公司,西兴路与丹枫路交叉口缤纷西苑16栋901室,30.2184239,120.2180525,杭州市;滨江区,公司企业;公司企业, 
434296,杭州市滨江区纪检委,江南大道100,30.21154097,120.2064886,杭州市;滨江区,机构团体;政府机关,0571-86685986
434458,第六空间?凡尔赛宫,江南大道1088号中南国际大厦1楼(第六空间),30.19951906,120.1856155,杭州市;滨江区,购物;家具家居建材,0571-87391777
434476,挪亚家(大都会D5店),长河街道第六空间大都会3Fb309,30.19913712,120.1845024,杭州市;滨江区,购物;家具家居建材,0571-87775327
434485,绿城家居,第六空间国际建材馆,30.1990762,120.1839809,杭州市;滨江区,购物;家具家居建材, 
434503,ThinkHome智能家居,第六空间国际建材馆(滨怡路南),30.1990656,120.1836399,杭州市;滨江区,购物;家具家居建材, 
434512,加维斯门窗系统,第六空间大都会实木定制馆3层,30.19877457,120.1830583,杭州市;滨江区,购物;家具家居建材, 
434521,兴保硅藻泥杭州体验馆,第六空间国际建材馆4楼,30.19907728,120.1845926,杭州市;滨江区,购物;家具家居建材, 
434530,美标(大都会店),江南大道1088号大都会第六空间C楼C2-22号,30.19910732,120.1846127,杭州市;滨江区,购物;家具家居建材, 
434539,东鹏瓷砖,江南大道1088号第六空间大都会建材馆B1层,30.1983156,120.1836199,杭州市;滨江区,购物;家具家居建材,0571-86582201
434548,杭州沃驰有限公司,江南大道1088号第六空间国际建材馆C馆C1-17,30.1990447,120.1831385,杭州市;滨江区,公司企业;公司企业,0571-86856961
434557,建材馆,滨盛路第六空间大都会家居博览园,30.19911737,120.1846428,杭州市;滨江区,购物;家具家居建材, 
434566,卡帝,江南大道1088号第六空间国际建材馆2楼,30.19807735,120.1846027,杭州市;滨江区,购物;家具家居建材, 
434575,名门静音门锁,长河街道江南大道第六空间大都会定制馆,30.1989544,120.182968,杭州市;滨江区,购物;家具家居建材, 
434584,玛缇瓷砖,江南大道1088号滨江第六空间大都会国际建材馆负1楼,30.19874671,120.1842617,杭州市;滨江区,购物;家具家居建材, 
434593,关亨美学木作,江南大道1088号第六空间大都会定制馆3楼,30.19887364,120.1825368,杭州市;滨江区,公司企业;其它机构团体, 
434602,丽瑰媛,江南大道1088号第六空间凡尔赛宫3楼,30.20050894,120.1855753,杭州市;滨江区,购物;家具家居建材, 
434611,羽珀家居(滨江店),江南大道1090号第六空间家具大世界B厅三楼,30.19640009,120.1861172,杭州市;滨江区,购物;家具家居建材,0571-88179107
434620,童话森林,江南大道1088号第六空间现代馆4楼,30.19959122,120.186859,杭州市;滨江区,购物;家具家居建材, 
434629,迪生名店,杨家墩商业街2号楼,30.17150571,120.1447784,杭州市;滨江区,购物;服饰鞋包,13588236937
434962,杭州豆特电子商务有限公司,滨文路115号,30.17501382,120.1937398,杭州市;滨江区,公司企业;公司企业,0571-86615931; 13685746015
435016,公共厕所,浦沿开豆青年旅舍(东信大道南),30.17730335,120.1372476,杭州市;滨江区,基础设施;公共厕所, 
435502,南苑e家酒店(东冠路高教园区店),浦沿街道东冠路600号,30.16410482,120.1499135,杭州市;滨江区,酒店宾馆;经济型酒店,0571-86612378; 4006665678
435547,蜂e贷,上峰电商产业园2-1号,30.19133881,120.1973178,杭州市;滨江区,公司企业;公司企业, 
435565,西兴大桥换乘站二自行车租赁点,寰宇天下(E区)东南,30.22007899,120.2134632,杭州市;滨江区,生活服务;其它生活服务, 
435673,芯图大厦停车场,高新区(滨江)智慧e谷大楼,30.21168514,120.2189347,杭州市;滨江区,汽车;停车场, 
435808,海康威视,高新区(滨江)智慧e谷大楼西北50米,30.21164417,120.2179328,杭州市;滨江区,公司企业;公司企业, 
435817,洗游记e时代洗车,江虹路与滨和路交叉口西南100米,30.19826901,120.1976581,杭州市;滨江区,汽车;洗车场, 
435844,浙江E邮观邸国际3号楼E邮柜站,浦沿街道官邸国际3号楼,30.18300124,120.1289464,杭州市;滨江区,生活服务;邮局速递, 
435898,浙江E邮文体中心站,泰安路200,30.21248948,120.205416,杭州市;滨江区,生活服务;邮局速递, 
436708,杭州京数信息科技有限公司,六合路309中控科技园F区2楼,30.18254047,120.1354826,杭州市;滨江区,公司企业;公司企业, 
437104,浙江省杭州市星光大道步行街,江南大道228号星光国际广场一期F1,30.211907,120.2035817,杭州市;滨江区,购物;商业步行街,18010039106
437590,欧范,浦沿CafeCorner东,30.17139722,120.1514072,杭州市;滨江区,购物;服饰鞋包, 
437662,范建伟先生卜卦算命,西兴街184,30.19157867,120.2217414,杭州市;滨江区,生活服务;其它生活服务,0571-86687096
438616,GM,杨家墩商业街61号,30.17195845,120.1464029,杭州市;滨江区,购物;服饰鞋包, 
439426,益万家药房(浦沿路二店),浦沿金盛?曼城蓝客宫商务酒店,30.16231348,120.1491214,杭州市;滨江区,医疗保健;药房药店, 
439516,创业邦,聚光中心(智慧e谷西200米),30.21033269,120.2163799,杭州市;滨江区,公司企业;公司企业, 
439570,古惑天堂山NO.2,至仁街山二农贸市场(山二幼儿园西),30.16424058,120.1692907,杭州市;滨江区,购物;其它购物, 
439642,停车场,古塘路45-1,30.19398544,120.218315,杭州市;滨江区,汽车;停车场, 
439840,歌山品悦府停车场-出入口,古塘路31-1号附近,30.19333812,120.2211903,杭州市;滨江区,基础设施;门/出入口, 
440011,国琴中老年服装,新浦路236,30.16082715,120.1454211,杭州市;滨江区,购物;服饰鞋包, 
440191,Kids Jean,东信大道1093号附近,30.18560667,120.1456697,杭州市;滨江区,公司企业;公司企业, 
440236,HERE视觉,诚业路415号亚光科技大厦副楼401室,30.18648307,120.1657382,杭州市;滨江区,生活服务;摄影冲印, 
440578,天润服装厂,园区中路36号,30.16317881,120.1576361,杭州市;滨江区,公司企业;公司企业, 
440794,查曼服装(星光店),星光国际广场113-2(麦都KTV),30.21188733,120.2038223,杭州市;滨江区,购物;服饰鞋包, 
441190,HY和家缘,滨康路105号储仓快杰4楼仓库,30.18263495,120.217314,杭州市;滨江区,购物;其它购物, 
441739,杭州航达塑化有限公司,建业路与春波路交叉口华盛达广场614室,30.19132541,120.1778137,杭州市;滨江区,公司企业;公司企业, 
441775,杭州毅航物业管理有限公司,长江西苑183号,30.18345821,120.1791583,杭州市;滨江区,公司企业;公司企业, 
441793,杭州易航企业管理有限公司,江南大道3778号元天科技大厦1011-1012室,30.18787751,120.1574334,杭州市;滨江区,公司企业;公司企业, 
442108,圣航?海港规划设计,东信大道296号逸天广场1号10F,30.17783872,120.1341696,杭州市;滨江区,公司企业;公司企业, 
442324,浙江航之宇教育科技有限公司,秋溢路288号,30.19313921,120.1976285,杭州市;滨江区,公司企业;公司企业,0571-88012606; 15867103338
442342,浙江万航信息科技有限公司,江虹路1750号润和信雅达国际创意中心2幢2601室,30.21117169,120.1934461,杭州市;滨江区,公司企业;公司企业, 
442378,杭州青少年杂技有限公司,长河街道创意园区陈家村111号,30.15977843,120.1901614,杭州市;滨江区,公司企业;公司企业, 
442414,杭州凡鸟科技有限公司,南环路网投文化创意园1幢楼,30.17957023,120.1979204,杭州市;滨江区,公司企业;公司企业, 
444142,荷家臻品HOKA,江南大道1088号中南购物中心4层,30.19656031,120.1862475,杭州市;滨江区,购物;其它购物, 
445339,私路环球旅拍,滨文路60号,30.17518814,120.2108614,杭州市;滨江区,生活服务;摄影冲印, 
445816,孙记综合商店,东冠路,30.16910106,120.1589595,杭州市;滨江区,购物;综合商场, 
446275,LADY L时尚女装,浦沿镇,30.16172817,120.151759,杭州市;滨江区,购物;服饰鞋包, 
446941,杭州佳达塑料模具有限公司,中冠塑料制管有限公司,30.17841381,120.1659596,杭州市;滨江区,公司企业;公司企业, 
449605,军城,长江中路130,30.17739184,120.1866603,杭州市;滨江区,购物;服饰鞋包,13357119576
449704,卡卡超市,东冠路763,30.16142773,120.145772,杭州市;滨江区,购物;便利店, 
450163,杭州兴耀房产开发集团有限公司,江南大道518号兴耀大厦9楼,30.20571113,120.1993017,杭州市;滨江区,公司企业;公司企业,0571-86688888
450181,杭州华展房地产开发有限公司,滨安路1190号智汇中心A座11层1101～1102,30.18951078,120.1699104,杭州市;滨江区,生活服务;中介机构, 
450397,杭州中天滨鸿房地产开发有限公司,滨康路与西陵路交叉路口官河锦庭小区,30.18382546,120.217885,杭州市;滨江区,生活服务;中介机构, 
450703,漂石开化清水鱼(滨江店),白金海岸咏渡巷54号,30.20520267,120.1821752,杭州市;滨江区,美食;海鲜, 
451072,可以哦(滨江宝龙店),滨盛路宝龙城1幢283室,30.19070756,120.1628994,杭州市;滨江区,美食;面包甜点,15869171647
451729,杭州伟蓝公司,长江中路38,30.17387694,120.1895586,杭州市;滨江区,公司企业;公司企业, 
451756,杭州中蓝广告有限公司,长河路475号,30.18649803,120.1905001,杭州市;滨江区,公司企业;公司企业, 
451855,杭州法蓝装饰设计有限公司,时代大道附近,30.1621863,120.1832117,杭州市;滨江区,公司企业;公司企业, 
451873,杭州创蓝网络科技有限公司,长河路100号B区6楼,30.17998298,120.1933383,杭州市;滨江区,公司企业;公司企业, 
451945,粉蓝医疗科技(杭州)有限公司,天和高科5幢4楼401室,30.19059212,120.1994734,杭州市;滨江区,公司企业;公司企业, 
452449,乌托邦音乐酒吧(江晖路店),长河街道江晖路1961号隆和国际大厦101室,30.2122919,120.2000531,杭州市;滨江区,休闲娱乐;酒吧,0571-82017888
453574,杭州丽龙印刷有限公司,滨康路188号1号楼,30.18423758,120.2106903,杭州市;滨江区,公司企业;公司企业,13705819882
453583,丽轩画材料特价店,镇前路11,30.15843574,120.1503352,杭州市;滨江区,购物;文化用品,13989818163
453610,爱普丽女装,泰安路9号星光百货二楼,30.20918034,120.2059175,杭州市;滨江区,购物;服饰鞋包, 
455392,和府捞面(滨江宝龙城店),滨盛路3867号宝龙城市广场1区1号楼四层M-F4-001,30.19088639,120.1622775,杭州市;滨江区,美食;小吃快餐,15201765044
455455,世纪联华超市(滨盛路),滨盛路2239,30.20471618,120.189907,杭州市;滨江区,购物;超市,0571-86079076
455464,豪世华邦(滨盛路),滨盛路4086,30.19063555,120.1564302,杭州市;滨江区,生活服务;中介机构,0571-86731901
455473,观潮社区,滨盛路2221号附近,30.20468601,120.1898067,杭州市;滨江区,建筑房产;住宅小区, 
455482,嘉实多,滨盛路2288号附近,30.20463242,120.1877009,杭州市;滨江区,购物;其它购物, 
455491,青岛原浆精酿啤酒屋,滨盛路4118号,30.19064472,120.1559789,杭州市;滨江区,购物;其它购物,13867980139
455500,杭州知学文化艺术有限公司,滨盛路1777号,30.21112542,120.202429,杭州市;滨江区,公司企业;公司企业, 
455734,MY Craft,南环路1568号寰诺大厦,30.17942858,120.1968476,杭州市;滨江区,生活服务;其它生活服务, 
455833,麦尊国际时尚男装,和瑞科技园S4幢205,30.18747926,120.1912621,杭州市;滨江区,购物;服饰鞋包, 
456643,美之语养生会所,江汉路1376号附近,30.20181501,120.2018083,杭州市;滨江区,生活服务;其它生活服务, 
456832,杭州海康威视数字技术股份有限公司-南门,物联网街588,30.21081275,120.21647,杭州市;滨江区,基础设施;门/出入口, 
456895,万轮科技园-东门,西陵路67,30.18009495,120.217214,杭州市;滨江区,基础设施;门/出入口, 
456922,仁苑-北门,滨盛路3191,30.19574473,120.1721666,杭州市;滨江区,基础设施;门/出入口, 
456949,冠山小区-西门,冠山小区(腾龙路东),30.16068176,120.1921768,杭州市;滨江区,基础设施;门/出入口, 
457003,南岸晶都花园-西门,南岸晶都花园(网商路东),30.18257564,120.1889863,杭州市;滨江区,基础设施;门/出入口, 
457084,武林门儿童之家,武林门儿童之家(同人街南),30.20347728,120.1847126,杭州市;滨江区,教育学校;幼儿园, 
457147,迎春东苑-北门,迎春东苑(滨和路南),30.20231486,120.2181339,杭州市;滨江区,基础设施;门/出入口, 
457354,南岸晶都花园-西三门,平安路72号,30.18309549,120.1889161,杭州市;滨江区,基础设施;门/出入口, 
457462,梦琪私衣生活馆,滨盛路,30.18932565,120.1509243,杭州市;滨江区,购物;其它购物, 
458074,杭州金来运输有限公司-西北门,江陵路与滨兴路交叉口西南100米,30.19676015,120.2133749,杭州市;滨江区,基础设施;门/出入口, 
458128,来家里80号楼,新浦路浦沿新生村小区东250米,30.16745303,120.1368073,杭州市;滨江区,建筑房产;房产小区附属, 
458137,来兴陈19号楼,浦沿路东100米,30.16873783,120.145972,杭州市;滨江区,建筑房产;房产小区附属, 
458146,田里来1号楼,妇幼保健院东100米(双庙路北),30.17447024,120.191544,杭州市;滨江区,建筑房产;房产小区附属, 
458470,妍和美容美体形象管理中心,滨和路与桂子路交叉口西南50米,30.20205297,120.2162303,杭州市;滨江区,生活服务;美容美发,13958198296
458839,豪世华邦风雅钱塘分公司,月明路1178,30.20273495,120.2017982,杭州市;滨江区,生活服务;中介机构, 
458884,中国移动(保帅黔江指定专营店),明德路26号附近,30.16120252,120.1541661,杭州市;滨江区,购物;数码家电, 
458974,御坊堂中医诊所滨江区月明店,新州花苑(西区),30.20777614,120.2197766,杭州市;滨江区,医疗保健;诊所,0571-86952179
458983,此加花艺工作室(龙湖滨江天街店),月明路与江汉路交叉口龙湖滨江天街L5(电影院门口),30.20350138,120.1993921,杭州市;滨江区,购物;花鸟鱼虫,18058189935
459343,明明景花店,缤纷农贸市场1层3号门,30.2193138,120.2180023,杭州市;滨江区,购物;花鸟鱼虫,15869122794
459397,铭品鞋断码大卖场,长江中路41-12,30.1764639,120.1878336,杭州市;滨江区,购物;服饰鞋包, 
459523,明威大厦停车场,春风集团西南(滨康路),30.18415591,120.2093173,杭州市;滨江区,汽车;停车场, 
460747,绿城明月江南西服旗袍定制店,新联路47号商铺,30.20774792,120.2217902,杭州市;滨江区,购物;服饰鞋包, 
460810,杭州褪墨科技有限公司,共联路519号百得利大厦6F,30.20913154,120.2152177,杭州市;滨江区,公司企业;公司企业, 
460855,杭州知墨信息技术有限公司,长河路475号和瑞科技园t2幢13层,30.18648806,120.1905202,杭州市;滨江区,公司企业;公司企业, 
461008,福尔摩登(杭州)模特经纪有限公司,春晓路580号钱塘春晓大厦,30.2097558,120.2102272,杭州市;滨江区,公司企业;公司企业,0571-88389829
461125,魔西童装,长江路39号附近,30.17738262,120.1871115,杭州市;滨江区,购物;服饰鞋包, 
461188,杭州桑洛贸易有限公司,庙后王路357号MIAOSTUDIO缪先生工作室,30.17710755,120.2104303,杭州市;滨江区,公司企业;公司企业,13777813298
461764,母女鞋庄,塘外张家93号,30.17041183,120.1483285,杭州市;滨江区,购物;服饰鞋包, 
461944,红坊(no.2),浦沿东新一区北50米(明德路北),30.16998879,120.1522598,杭州市;滨江区,购物;服饰鞋包, 
462196,正能量汽车服务连锁NO.24,浦沿通策广场东南(江南大道北),30.18792283,120.1603019,杭州市;滨江区,汽车;汽车维修, 
462295,楠枫服饰(长河店),长河长江中路88号,30.17158935,120.1909426,杭州市;滨江区,购物;服饰鞋包, 
463231,杭州方普欧服饰有限公司,滨安路1190号智汇中心A座10层1001,30.18951078,120.1699104,杭州市;滨江区,公司企业;公司企业, 
463411,欧宜风,长河路,30.19719571,120.1894063,杭州市;滨江区,公司企业;公司企业, 
463591,亿欧科技有限公司,卓信大厦,30.1814443,120.1499722,杭州市;滨江区,公司企业;公司企业, 
463708,滨欧汽修,南环路1672,30.17951974,120.1975995,杭州市;滨江区,汽车;汽车维修, 
463762,浙江欧可美科技股份有限公司,滨康路101号海威大厦20层,30.18354569,120.2181054,杭州市;滨江区,公司企业;公司企业,0571-88912371
463825,ikissbaby(欧.韩正品),滨盛路4173,30.19056799,120.1577541,杭州市;滨江区,购物;服饰鞋包,13777832223
464005,P地面车位,伟业路与南环路交叉口南150米,30.17904554,120.1506243,杭州市;滨江区,汽车;停车场, 
464788,苹果经销商(杭州滨江高教园区校园体验中心),立业园2号楼滨文路,30.17336719,120.1514271,杭州市;滨江区,购物;数码家电, 
464815,苹果专卖,长江路45-9号附近,30.17719232,120.186931,杭州市;滨江区,购物;数码家电, 
465049,杭州平行线教育,江南大道588号恒鑫大厦301室,30.20441767,120.1969859,杭州市;滨江区,教育学校;培训, 
465238,小满私人影院,浦沿街道绿城蔚蓝国际701室,30.17076324,120.1432843,杭州市;滨江区,休闲娱乐;电影院,13165949759; 18758381241
465517,杭州启鹰化工有限公司,东冠路797,30.16081581,120.1446289,杭州市;滨江区,公司企业;公司企业, 
465571,杭州启晨教育咨询有限公司,滨和路998号中赢国际1幢5楼501,30.20214177,120.2067199,杭州市;滨江区,公司企业;公司企业, 
465634,杭州启缘工业设计有限公司,秋溢路289号绿城电商体验馆C区301室,30.19106659,120.1958842,杭州市;滨江区,公司企业;公司企业, 
465661,大音琴行,启智街748,30.20418858,120.2123221,杭州市;滨江区,教育学校;培训,0571-88391181
465670,群康大药房,启智街786,30.20420752,120.2114102,杭州市;滨江区,医疗保健;药房药店,0571-86688362
465706,共联蔬菜水果海鲜,启智街782,30.20420765,120.2115204,杭州市;滨江区,购物;农贸市场,13024294070
465922,启多网络科技有限公司,信诚路555号科达投资大厦1001,30.18859601,120.1673529,杭州市;滨江区,公司企业;公司企业, 
465949,当年粮店,启智街784号,30.20402549,120.2097265,杭州市;滨江区,购物;农贸市场,400-075-7400
465958,启麦农业科技有限责任公司,安业路,30.21099224,120.193777,杭州市;滨江区,公司企业;公司企业, 
465985,浙江启联者电子科技有限公司,信诚路31号扬帆大厦7楼,30.18114945,120.1690185,杭州市;滨江区,公司企业;公司企业, 
466012,西域春,启智街792号附近,30.20409725,120.2111797,杭州市;滨江区,购物;其它购物, 
466021,停车场瑞立中央花城西北,启智街770附近,30.20396757,120.2114503,杭州市;滨江区,汽车;停车场, 
466345,乔治公子,长江中路41-5,30.1763641,120.1879439,杭州市;滨江区,购物;服饰鞋包, 
466363,杭州念亲恩服饰有限公司,南环路1672号网投文化创意园1幢207室,30.18030972,120.1976095,杭州市;滨江区,公司企业;公司企业, 
466786,阿里巴巴集团-南门,阿里巴巴集团南门(秋溢路北),30.19128853,120.1850947,杭州市;滨江区,基础设施;门/出入口, 
466795,卧龙电气集团杭州研究院公司,秋溢路58,30.19201447,120.2011073,杭州市;滨江区,机构团体;科研机构, 
466804,招商银行ATM,秋溢路606,30.19175601,120.1894368,杭州市;滨江区,银行金融;自动提款机, 
466822,中国移动上峰政企服大厅,上峰电商产业园(秋溢路南),30.19133837,120.1970371,杭州市;滨江区,生活服务;通讯服务, 
466858,新州花苑西区22号楼,三秋路,30.20621724,120.2209087,杭州市;滨江区,建筑房产;住宅小区, 
466903,网筑投资管理有限公司,秋溢路289号,30.1910513,120.1925954,杭州市;滨江区,公司企业;公司企业,0571-85821888
466921,西可科技园特来电电动汽车充电站,秋溢路606号,30.19205455,120.1885844,杭州市;滨江区,汽车;加油站,4001300001
467002,杭州奥尔蒙电器有限公司,秋溢路367号,30.19166369,120.1940794,杭州市;滨江区,公司企业;公司企业, 
467101,滨兴小区32号楼,长河街道秋溢路滨兴小区(西区),30.19454326,120.1938986,杭州市;滨江区,建筑房产;住宅小区, 
467128,圆通快递(滨安路),长河街道秋溢路601云狐科技园内,30.18967791,120.1905099,杭州市;滨江区,生活服务;邮局速递, 
467155,杭州光速科技有限公司,秋溢路601号云狐科技园6号楼308室,30.19100697,120.1899884,杭州市;滨江区,公司企业;公司企业, 
467209,西北风味中国兰州拉面,江虹路秋溢路上峰电商2栋101一102,30.19136913,120.1975284,杭州市;滨江区,美食;小吃快餐, 
467227,麦獭教育科技有限公司,秋溢路606号西可科技园2号楼2楼,30.19150671,120.1898479,杭州市;滨江区,公司企业;公司企业, 
467317,杭州佳淼科技有限公司,秋溢路601号6号楼412室,30.19100696,120.1899783,杭州市;滨江区,公司企业;公司企业, 
467344,猫酱紫服饰有限公司,高新区秋溢路金润科技园A座4楼,30.19110263,120.1934076,杭州市;滨江区,公司企业;公司企业, 
467380,应搜(杭州)网络科技有限公司,长河街道秋溢路228号江虹国际6E-806,30.19355919,120.1976285,杭州市;滨江区,公司企业;公司企业, 
467398,杭州暇客贸易有限公司,秋溢路399号金润科技园D幢101室,30.19082437,120.1944805,杭州市;滨江区,公司企业;公司企业, 
467407,杭州兴容装饰设计工程有限公司,秋溢路289号绿城电商体验馆D206号,30.19106659,120.1958842,杭州市;滨江区,公司企业;公司企业, 
467488,公共厕所,映秋桥西100米(白马湖路南),30.16375829,120.2030143,杭州市;滨江区,基础设施;公共厕所, 
467506,杭州旷盛服饰有限公司,秋溢路428号乐苏科技3号楼3楼,30.19335264,120.1934776,杭州市;滨江区,公司企业;公司企业, 
467983,阳光学习网,南环路4028号(中恒世纪科技园),30.18182068,120.1479163,杭州市;滨江区,教育学校;培训,0571-86692039; 15715702005
468595,印月尚庭-停车场,三桥路与风情大道交叉口西南150米,30.22183715,120.2218291,杭州市;滨江区,汽车;停车场, 
469612,西兴街道文体活动中心,西兴西陵社区(人民路东),30.18965932,120.2224127,杭州市;滨江区,建筑房产;社区中心, 
470359,匠心美鞋,长河路同人春江时代小区二期,30.20518049,120.1865978,杭州市;滨江区,购物;服饰鞋包,18758556097
471727,私特宠物生活馆(铂金名筑店),长河街道铂金名筑16号,30.180638,120.1903402,杭州市;滨江区,生活服务;宠物服务,18368866993
471772,T.ya,春晓路392号,30.20419546,120.2097065,杭州市;滨江区,购物;服饰鞋包, 
471808,Top Event芍药小姐,物联网街369号大华?江虹国际创新园B座1001室,30.21210672,120.2206879,杭州市;滨江区,生活服务;婚庆服务,18626869395
473815,旺角娃娃,杨家墩社区吴家潭10号,30.17103435,120.1497826,杭州市;滨江区,购物;礼品, 
474373,中恒世纪科技园5,南环路4028号中恒世纪科技园,30.18279092,120.1480767,杭州市;滨江区,建筑房产;产业园区, 
474814,杭州滨江银泰喜来登大酒店-游泳池,江虹路1769号,30.21010917,120.1918719,杭州市;滨江区,运动健身;游泳馆, 
475885,小黑裙瑜伽(滨江旗舰店),江陵路2028号星耀城1期3幢2001-1-2室,30.21606488,120.2097556,杭州市;滨江区,运动健身;瑜伽, 
475975,停不了小龙虾大闸蟹,江晖路1930号东和时代大厦109室、115室,30.21263395,120.2014665,杭州市;滨江区,美食;中餐厅,0571-87062890
477055,卓高服饰,江晖路1888号新大集团6楼,30.21068618,120.2029503,杭州市;滨江区,购物;服饰鞋包, 
477820,新桂实业,江南大道3880号华荣时代大厦18楼,30.18670476,120.155909,杭州市;滨江区,公司企业;公司企业, 
478657,中兴花园44幢,新月路,30.20732118,120.1993918,杭州市;滨江区,建筑房产;住宅小区, 
478666,中兴花园9幢,新月路,30.20881474,120.2018678,杭州市;滨江区,建筑房产;住宅小区, 
478693,职型风,新月路附近,30.20933956,120.2053461,杭州市;滨江区,购物;服饰鞋包, 
478702,华夏银行24小时自助银行(滨江支行),江南大道88号中化大厦B座,30.21137572,120.210227,杭州市;滨江区,银行金融;自动提款机, 
478711,中国工商银行24小时自助银行(钱江支行),江晖路1761,30.2086763,120.2029605,杭州市;滨江区,银行金融;自动提款机, 
478720,新月路江虹路口自行车租赁点,恒鑫大厦(新月路南),30.20471612,120.1960033,杭州市;滨江区,生活服务;其它生活服务, 
478729,杭州市质量技术监督局高新技术产业开发区(滨江)分局,江晖路1761-1767号附近,30.2084861,120.2028102,杭州市;滨江区,机构团体;政府机关,0571-86732201
478738,杭州富百办公用品(滨江店),江南大道288号康恩贝大厦A座605室,30.20856866,120.2046546,杭州市;滨江区,公司企业;公司企业,0571-81691617
478747,杭州咏歌依服饰有限公司,风雅钱塘16-3-2902,30.20471375,120.2010361,杭州市;滨江区,公司企业;公司企业, 
478756,风雅钱塘地下停车库,风雅钱塘(江南大道南50米),30.20459349,120.2008557,杭州市;滨江区,汽车;停车场, 
478792,停车场,滨海大厦(新月路),30.20677338,120.2008555,杭州市;滨江区,汽车;停车场, 
479170,彩虹之星,彩虹城商铺62,30.19301007,120.1534814,杭州市;滨江区,教育学校;培训,0571-87710789
479341,咬不得高祖生煎(星耀城店),江陵路2028号颐高乐宜城1楼,30.21547582,120.2105073,杭州市;滨江区,美食;小吃快餐,13588815062
479485,杭州忆行酒店式公寓,滨盛路1826号汉峰.峰公馆717室,30.2111618,120.1999429,杭州市;滨江区,酒店宾馆;公寓式酒店, 
480196,汇咖科技,金绣国际科技中心A806,30.18770845,120.2115418,杭州市;滨江区,公司企业;公司企业, 
480259,杭州朗星葡萄酒有限公司,聚业路26号金绣国际B幢905,30.18802821,120.2113514,杭州市;滨江区,公司企业;公司企业, 
480277,浙江泛亚文化传媒有限公司,聚业路26号金绣国际科技中心A座718室,30.18706827,120.2113715,杭州市;滨江区,公司企业;公司企业, 
480295,杭州小印文化创意有限公司,聚业路26号金绣国际中心A座703室,30.18741856,120.211632,杭州市;滨江区,公司企业;公司企业,0571-86728029
480304,杭州名策网络科技有限公司,西兴街道聚业路26号中国WIFI产业园金绣国际科技中心A座408,30.18857803,120.2112211,杭州市;滨江区,公司企业;公司企业, 
480340,max sonia coffee(彩虹城店),园支三路与园支二路交叉口东50米,30.18854183,120.1597803,杭州市;滨江区,休闲娱乐;咖啡厅, 
